category,volume,issue,date,link
SCIENTIFIC AMERICAN,63,1,"July 05, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D3A40A60-117B-4864-8D936387BC0906C8
SCIENTIFIC AMERICAN,62,26,"June 28, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=456872EF-B7E5-46D0-93A63D33BE6F1C84
SCIENTIFIC AMERICAN,62,25,"June 21, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3B41093D-71CF-4429-8B0DDA2A5EAFBF64
SCIENTIFIC AMERICAN,62,24,"June 14, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7F893DEB-1E8B-440C-920181DE32D4F4D7
SCIENTIFIC AMERICAN,62,23,"June 07, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A137B0F6-69D5-48A5-899624FF8AE069F9
SCIENTIFIC AMERICAN,62,22,"May 31, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E7E4B033-5C37-41D1-9509AEF2E051959A
SCIENTIFIC AMERICAN,62,21,"May 24, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=262B4A0D-FAC9-4A80-84B8E78474C13ED4
SCIENTIFIC AMERICAN,62,20,"May 17, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5BC07BFC-3179-4CE1-9C9C4CC1C6DBB41C
SCIENTIFIC AMERICAN,62,19,"May 10, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1C460EA5-95E4-47FD-A7E853030AAABBEF
SCIENTIFIC AMERICAN,62,18,"May 03, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=10116155-D680-46ED-A2F8238E02F8B4EE
SCIENTIFIC AMERICAN,62,17,"April 26, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=05D8967D-7645-4988-BEF7DC3BC7058C17
SCIENTIFIC AMERICAN,62,16,"April 19, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F73DFC79-5B61-4CB8-A6FF83C70CEBA2EE
SCIENTIFIC AMERICAN,62,15,"April 12, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BC5A5A46-15F9-4AAF-B18BB66111202B41
SCIENTIFIC AMERICAN,62,14,"April 05, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8ECB3607-F1E4-4BBD-9867F3800F004DEF
SCIENTIFIC AMERICAN,62,13,"March 29, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=73C9E665-282F-40F7-9DD82D5E32357797
SCIENTIFIC AMERICAN,62,12,"March 22, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7CDD238F-D074-4D14-B3B2380568B844CF
SCIENTIFIC AMERICAN,62,11,"March 15, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F1617C65-3B80-40A2-B63C5A192744CA42
SCIENTIFIC AMERICAN,62,10,"March 08, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DBC874BF-95B0-43B0-9F41069CA0FC0018
SCIENTIFIC AMERICAN,62,9,"March 01, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EA2E1997-5D69-4681-8951DC516B4B8659
SCIENTIFIC AMERICAN,62,8,"February 22, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5E936675-7B2B-46B8-815FACAAB917B0C5
SCIENTIFIC AMERICAN,62,7,"February 15, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=92C5C38E-83A0-45EB-B0AC36B57EDB8B4E
SCIENTIFIC AMERICAN,62,6,"February 08, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9B64F802-34A9-4462-AC4DD8D4DBFB6F22
SCIENTIFIC AMERICAN,62,5,"February 01, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=14CB9E07-828A-482E-B8952EBEA28EEB57
SCIENTIFIC AMERICAN,62,4,"January 25, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E2B4AA00-1111-489B-846B33907E2AAE89
SCIENTIFIC AMERICAN,62,3,"January 18, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=55EFC094-ABDF-488E-80E73B7D56AE6108
SCIENTIFIC AMERICAN,62,2,"January 11, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=35068960-A5A7-40E9-84F6F5B574FDDA01
SCIENTIFIC AMERICAN,62,1,"January 04, 1890",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=545F4A9D-CF14-40DE-91D72053D52A8FD2
SCIENTIFIC AMERICAN,61,26,"December 28, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=95EEB138-7B38-4AC3-ABF85F8AFC9C1474
SCIENTIFIC AMERICAN,61,25,"December 21, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E132E01A-397E-40AE-8FC5FA45E0473684
SCIENTIFIC AMERICAN,61,24,"December 14, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=03CE0ADD-5D81-422A-82AEAF165A3933E4
SCIENTIFIC AMERICAN,61,23,"December 07, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6AB79D38-3023-49E2-BF98032BA11AF2A3
SCIENTIFIC AMERICAN,61,22,"November 30, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=412C0282-6DF4-4984-9090FF9CFCD83511
SCIENTIFIC AMERICAN,61,21,"November 23, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7181B1FB-6B7E-41EE-B8BFB38E8C7E4AD3
SCIENTIFIC AMERICAN,61,20,"November 16, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DAF57C7E-52AA-4485-A2DFAA58B2DCC28A
SCIENTIFIC AMERICAN,61,19,"November 09, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9848FD58-DEC9-4140-BA8602EE0BFBFB00
SCIENTIFIC AMERICAN,61,18,"November 02, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=70701E21-AF1E-4157-8AC360E125A1785B
SCIENTIFIC AMERICAN,61,17,"October 26, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=44CC98BD-1AE9-4C93-9CAC4A21FD4F1658
SCIENTIFIC AMERICAN,61,16,"October 19, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FE84D792-0976-4AF7-A8DD6E081D9BD105
SCIENTIFIC AMERICAN,61,15,"October 12, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8BABABAD-ACC9-453D-88CEE3E6787FF321
SCIENTIFIC AMERICAN,61,14,"October 05, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=60707059-9931-4DD7-A1D59A8AAE07712A
SCIENTIFIC AMERICAN,61,13,"September 28, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3DF05AD4-59AC-4D05-99CC4F6D92E4C6DC
SCIENTIFIC AMERICAN,61,12,"September 21, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AB7C00C2-C8D9-4B14-9FD6313F4DA3478A
SCIENTIFIC AMERICAN,61,11,"September 14, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4E07F378-FA5B-4A0A-BDD50E22A0A7C950
SCIENTIFIC AMERICAN,61,10,"September 07, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=42AA13E1-9B0D-44E0-86E8ACAB96F62A2E
SCIENTIFIC AMERICAN,61,9,"August 31, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5AE472DE-F3BE-4751-B35C27F7168A32A3
SCIENTIFIC AMERICAN,61,8,"August 24, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FB3054B8-5605-4634-AA432BE60F74C1BC
SCIENTIFIC AMERICAN,61,7,"August 17, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=54C11280-D78B-4085-85E4DE2538137083
SCIENTIFIC AMERICAN,61,6,"August 10, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B226080B-0B19-42C7-9EC0BA1661C2C89F
SCIENTIFIC AMERICAN,61,5,"August 03, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FD2C7551-45BA-409C-80A156CFED2368AB
SCIENTIFIC AMERICAN,61,4,"July 27, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0E8B910B-66FB-450F-97D436E3831D964B
SCIENTIFIC AMERICAN,61,3,"July 20, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6604FEDA-B3DA-4BBF-80287D54E723E2D4
SCIENTIFIC AMERICAN,61,2,"July 13, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=447A9270-CFEF-4939-AE9E68694D468145
SCIENTIFIC AMERICAN,61,1,"July 06, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FF716799-09B1-4DF5-BC5660599D7F21DA
SCIENTIFIC AMERICAN,60,26,"June 29, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=58999837-7496-4771-B25016C0ED24F24B
SCIENTIFIC AMERICAN,60,25,"June 22, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CE773C2A-D0DC-43F9-9DD462A178BB0AEF
SCIENTIFIC AMERICAN,60,24,"June 15, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D9F69630-122D-4290-BE83266CF14E9278
SCIENTIFIC AMERICAN,60,23,"June 08, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BF384EC8-9136-4344-A1B7C97E5CA850A6
SCIENTIFIC AMERICAN,60,22,"June 01, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1AB154FB-4BE0-4BDB-95970E6E09178FD1
SCIENTIFIC AMERICAN,60,21,"May 25, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4C801CDD-C7C1-444F-84FF8EB0DAAF253A
SCIENTIFIC AMERICAN,60,20,"May 18, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=82E17F38-57BB-4054-990FFF5BF8186317
SCIENTIFIC AMERICAN,60,19,"May 11, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=11A890DC-316C-40F9-9A8FB2B67E9D0F93
SCIENTIFIC AMERICAN,60,18,"May 04, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=41196FF3-203A-4C23-A0888FED159DEECD
SCIENTIFIC AMERICAN,60,17,"April 27, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0ACE3CF1-4600-465A-958D1C0932F1A162
SCIENTIFIC AMERICAN,60,16,"April 20, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9FE2DC77-841D-4AE6-A5DF080A4B114B0C
SCIENTIFIC AMERICAN,60,15,"April 13, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FA352B49-BA41-4A5D-8C406A3B366A9B18
SCIENTIFIC AMERICAN,60,14,"April 06, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3D4869B6-BBFC-420C-8D1E00D536EF4456
SCIENTIFIC AMERICAN,60,13,"March 30, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4766FA4C-8B45-49C3-BD9E1E4F4EF55D88
SCIENTIFIC AMERICAN,60,12,"March 23, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E218D122-0431-4FB0-9D9C9E172FB035E4
SCIENTIFIC AMERICAN,60,11,"March 16, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C60692C7-2947-4426-ACA877EC1CE1E655
SCIENTIFIC AMERICAN,60,10,"March 09, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6B2AEC34-6924-47C2-AD045BEB6021E69A
SCIENTIFIC AMERICAN,60,9,"March 02, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=53FA9A58-BD08-4FCE-A3032FE5C970CAFD
SCIENTIFIC AMERICAN,60,8,"February 23, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A78A113D-C182-4780-8E46F68A1EE37828
SCIENTIFIC AMERICAN,60,7,"February 16, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CF8AA834-4D06-43C0-83D51FBEB6F700A9
SCIENTIFIC AMERICAN,60,6,"February 09, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1912F531-9460-4037-B107024475AAF150
SCIENTIFIC AMERICAN,60,5,"February 02, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=96DB6E3D-8B43-4B75-85B9C480C9781E1D
SCIENTIFIC AMERICAN,60,4,"January 26, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3792C1BE-B137-4557-9F23E8866741DE13
SCIENTIFIC AMERICAN,60,3,"January 19, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2D542F69-4A73-4EFF-9BC97665F38E1914
SCIENTIFIC AMERICAN,60,2,"January 12, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A7CDFA7E-E5CB-48A9-ACD92B96DE41064A
SCIENTIFIC AMERICAN,60,1,"January 05, 1889",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AC1E9624-E6A5-487B-AD706BAEE611CFFC
SCIENTIFIC AMERICAN,59,26,"December 29, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F0674E32-B24C-4DEC-BFD696744F88DE41
SCIENTIFIC AMERICAN,59,25,"December 22, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D1712263-E6E7-4501-A80ED791A259250D
SCIENTIFIC AMERICAN,59,24,"December 15, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7559454A-4457-4989-A94C47024021BCA2
SCIENTIFIC AMERICAN,59,23,"December 08, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F3121E65-9761-44C2-8C1449FCB486CA36
SCIENTIFIC AMERICAN,59,22,"December 01, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3D50E5C4-B333-48CE-987E8E504BF4C54F
SCIENTIFIC AMERICAN,59,21,"November 24, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=486CBEDF-57F8-4E40-AE079F4D495116A0
SCIENTIFIC AMERICAN,59,20,"November 17, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5A38B522-206C-4ACE-8A572A6C247E6829
SCIENTIFIC AMERICAN,59,19,"November 10, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F2E2CF8B-5FBC-453D-91AFB195A173FD58
SCIENTIFIC AMERICAN,59,18,"November 03, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DABBA809-EA2B-4715-BC5EFBC41CD388DC
SCIENTIFIC AMERICAN,59,17,"October 27, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F60E86B6-3DB6-4393-80197A7D13EE9367
SCIENTIFIC AMERICAN,59,16,"October 20, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=589B2471-2DCC-4673-A3CF8B5DCF77C372
SCIENTIFIC AMERICAN,59,15,"October 13, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B651854D-BA52-45C4-B43F082BEB7BBD2C
SCIENTIFIC AMERICAN,59,14,"October 06, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=454AC2F0-F712-49AB-879B221B0385A027
SCIENTIFIC AMERICAN,59,13,"September 29, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C0518E56-ECBD-4512-B6CD17DC110E236D
SCIENTIFIC AMERICAN,59,12,"September 22, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F584F5E2-6034-494B-855B79444CC12FB7
SCIENTIFIC AMERICAN,59,11,"September 15, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C4534DD2-83C8-46F3-B7BF92FD9A066E10
SCIENTIFIC AMERICAN,59,10,"September 08, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=174B2AAB-2926-4A2E-9EA02A10990A985B
SCIENTIFIC AMERICAN,59,9,"September 01, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3B931B85-C181-4310-80E405D999353CEC
SCIENTIFIC AMERICAN,59,8,"August 25, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=45C6A131-EE82-428E-B3F0F729110CF0DD
SCIENTIFIC AMERICAN,59,7,"August 18, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BC13381D-624E-4E7E-88F97F775C7FD945
SCIENTIFIC AMERICAN,59,6,"August 11, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BCAAF264-1A55-4445-B5B1C9BD32197C7E
SCIENTIFIC AMERICAN,59,5,"August 04, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=313D719F-0FE7-4EA3-95A444E6682DFD55
SCIENTIFIC AMERICAN,59,4,"July 28, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7C93CE2D-AF16-4324-81B8FCD00B8A9316
SCIENTIFIC AMERICAN,59,3,"July 21, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=80A4CDF7-E9AD-4A48-BBB5AFF0EC620FBD
SCIENTIFIC AMERICAN,59,2,"July 14, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D46A5C3B-4AC6-47A4-A91DDCE0AC6D530E
SCIENTIFIC AMERICAN,59,1,"July 07, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A9D5AF1C-0A9B-4BA4-BE5D7F5B3DBB875A
SCIENTIFIC AMERICAN,58,26,"June 30, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0A58B26B-315B-48DC-B19A5D4D0D7FF395
SCIENTIFIC AMERICAN,58,25,"June 23, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C2F6EAE4-CA55-414C-A257DDE9614642EF
SCIENTIFIC AMERICAN,58,24,"June 16, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1F384ACF-6FA6-45FD-ADB65DC5CFF10019
SCIENTIFIC AMERICAN,58,23,"June 09, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=84942D85-BF3B-4E76-820E405FED545331
SCIENTIFIC AMERICAN,58,22,"June 02, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DA93CB93-5730-4EAA-827225F490B8BFDB
SCIENTIFIC AMERICAN,58,21,"May 26, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=17C46B05-5D43-4B49-BF3F929F4EE4DF6D
SCIENTIFIC AMERICAN,58,20,"May 19, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=04199CF2-280A-48B9-AD55B6E99EC6495E
SCIENTIFIC AMERICAN,58,19,"May 12, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A4DCBF82-DFDC-4E8E-B5696890C1BAF396
SCIENTIFIC AMERICAN,58,18,"May 05, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F89CBA4E-0765-4C38-803441C72B50A1E8
SCIENTIFIC AMERICAN,58,17,"April 28, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=786038B6-ABEB-4E94-9D65A255EFF5336B
SCIENTIFIC AMERICAN,58,16,"April 21, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D9DA8514-1D7D-4605-B569FFA9D2A47D30
SCIENTIFIC AMERICAN,58,15,"April 14, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0E4E5543-9A2B-481D-A226F07CAE0593B3
SCIENTIFIC AMERICAN,58,14,"April 07, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=702E8F10-B814-4E3F-A72842E4861413ED
SCIENTIFIC AMERICAN,58,13,"March 31, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8333DAD3-A537-4BCB-8F72889179453625
SCIENTIFIC AMERICAN,58,12,"March 24, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E5133CBA-EBB1-4770-A3EAD71478DD6D5D
SCIENTIFIC AMERICAN,58,11,"March 17, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4461761B-C9A3-4E71-B01A5F0C9A3A9FA1
SCIENTIFIC AMERICAN,58,10,"March 10, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C20D3F83-E574-4B07-B4192678B20AA2B2
SCIENTIFIC AMERICAN,58,9,"March 03, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1387C562-AFE4-4CAF-9668D82735185AFA
SCIENTIFIC AMERICAN,58,8,"February 25, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CD6EA8EA-0010-45F5-97A7C6AEE697212F
SCIENTIFIC AMERICAN,58,7,"February 18, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=37BFFE66-B3CA-46C9-B3ADE54E99C7B9B7
SCIENTIFIC AMERICAN,58,6,"February 11, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=695666C1-BE3C-4121-B8B0B7C45D666552
SCIENTIFIC AMERICAN,58,5,"February 04, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1D7C93E7-73D2-4BF9-930C1689822CD450
SCIENTIFIC AMERICAN,58,4,"January 28, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E97A35F3-3FF7-49D6-89904635F1B59A33
SCIENTIFIC AMERICAN,58,3,"January 21, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EF76F76F-EB2A-4569-B17ABBCD06EDB882
SCIENTIFIC AMERICAN,58,2,"January 14, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=485409B3-9267-495C-B72BDA5B263268D5
SCIENTIFIC AMERICAN,58,1,"January 07, 1888",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F4ABDA4C-8DC4-4C25-AA6B4C9D48E2DA49
SCIENTIFIC AMERICAN,57,27,"December 31, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=595ABF75-100E-46FA-845B5D703563E450
SCIENTIFIC AMERICAN,57,26,"December 24, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2B9F3C53-38D5-4B24-A0B3C4B3E62CB8F9
SCIENTIFIC AMERICAN,57,25,"December 17, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E224849D-DDF6-4CF8-B02111CA1654D65F
SCIENTIFIC AMERICAN,57,24,"December 10, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BD41FD01-0C82-4C39-82AAEC3D59DD1EC3
SCIENTIFIC AMERICAN,57,23,"December 03, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=51F59BDA-625F-4958-991A7354FF0B8BAF
SCIENTIFIC AMERICAN,57,22,"November 26, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DDC4B288-DEF2-4D73-866C5B7C536E1C27
SCIENTIFIC AMERICAN,57,21,"November 19, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=52AD5491-63DB-4B4A-90D8839C5609B7C1
SCIENTIFIC AMERICAN,57,20,"November 12, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3CBDA677-71AD-4A11-8BF022053DB9D104
SCIENTIFIC AMERICAN,57,19,"November 05, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1699BB40-CF13-49A6-B3BD305643049048
SCIENTIFIC AMERICAN,57,18,"October 29, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C97C86A4-4953-405E-9C785D49CFCDA974
SCIENTIFIC AMERICAN,57,17,"October 22, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A80B3E3F-3DC6-4757-96E586F2C6214FE4
SCIENTIFIC AMERICAN,57,16,"October 15, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8E0920D2-5324-47A0-8C2AB48394763213
SCIENTIFIC AMERICAN,57,15,"October 08, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CFF1C7B5-189F-4594-8C61A25E335F7807
SCIENTIFIC AMERICAN,57,14,"October 01, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=48D29962-C823-4D58-A68F69A639D90324
SCIENTIFIC AMERICAN,57,13,"September 24, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=63A2426A-B03A-4060-B245EA6FDBB78BA2
SCIENTIFIC AMERICAN,57,12,"September 17, 1887",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F61929DC-CC86-4AD8-940F2F808C38EBDA
